,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
3385,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,5618925.0,High-income countries,2.0
3386,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,115000.0,Lower-middle-income countries,1.0
3387,25-44,Friends/Relatives,Others,Beach,Friends,Package Tour,Yes,Yes,No,Yes,Yes,No,No,0-5,1,Cash,No,18608506.0,High-income countries,4.0
3388,45-64,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,476559.3,High-income countries,1.0
3389,25-44,Spouse,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,232050.0,High-income countries,2.0
3390,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,6523000.0,High-income countries,1.0
3391,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1791539.0,High-income countries,1.0
3392,45-64,Alone,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Credit Card,Yes,10110750.0,High-income countries,1.0
3393,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,28674750.0,High-income countries,1.0
3394,45-64,Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,No,Yes,Yes,No,7+,0,Cash,Yes,16575000.0,High-income countries,2.0
3395,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,8169588.0,High-income countries,1.0
3396,65+,Friends/Relatives,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,No,8287500.0,High-income countries,2.0
3397,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,665000.0,Lower-middle-income countries,1.0
3398,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,No,16225487.0,High-income countries,1.0
3399,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,43177875.0,High-income countries,2.0
3400,45-64,Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2734875.0,High-income countries,2.0
3401,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7+,0,Cash,No,8453250.0,High-income countries,1.0
3402,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,3315000.0,High-income countries,2.0
3403,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,0-5,0,Cash,Yes,19641375.0,High-income countries,2.0
3404,45-64,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,No,7409362.45,High-income countries,2.0
3405,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Credit Card,Yes,41272598.0,High-income countries,2.0
3406,`1-24,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,13615980.0,High-income countries,2.0
3407,`1-24,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,85351.5,High-income countries,1.0
3408,`1-24,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,No,37542375.0,High-income countries,3.0
3409,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,1657500.0,High-income countries,1.0
3410,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,828750.0,Low-income countries,3.0
3411,25-44,Friends/Relatives,Others,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,99532875.0,Upper-middle-income countries,4.0
3412,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,No,Yes,Yes,No,10-15,0,Cash,Yes,663000.0,High-income countries,2.0
3413,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,4292925.0,High-income countries,1.0
3414,45-64,Friends/Relatives,Others,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,17238000.0,High-income countries,2.0
3415,65+,Alone,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5138250.0,High-income countries,1.0
3416,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,152000.0,Low-income countries,1.0
3417,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,10442250.0,Upper-middle-income countries,2.0
3418,`1-24,Friends/Relatives,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,7034923.0,High-income countries,2.0
3419,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,11119717.0,High-income countries,3.0
3420,`1-24,Spouse,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,284505.0,High-income countries,2.0
3421,25-44,Spouse and Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,13094250.0,High-income countries,4.0
3422,25-44,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,4806750.0,High-income countries,2.0
3423,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,51382500.0,Upper-middle-income countries,2.0
3424,25-44,Children,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,1422525.0,High-income countries,2.0
3425,45-64,Spouse and Children,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,No,11380200.0,High-income countries,4.0
3426,45-64,Spouse,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,1,Credit Card,Yes,19127550.0,High-income countries,2.0
3427,45-64,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,6630000.0,High-income countries,2.0
3428,25-44,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,500000.0,Lower-middle-income countries,1.0
3429,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,115000.0,Low-income countries,1.0
3430,25-44,Friends/Relatives,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,165750.0,Lower-middle-income countries,2.0
3431,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,120000.0,Low-income countries,1.0
3432,45-64,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,226933.0,High-income countries,2.0
3433,`1-24,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,105000.0,Low-income countries,1.0
3434,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,90000.0,Low-income countries,1.0
3435,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,140000.0,Low-income countries,1.0
3436,45-64,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,0-5,1,Cash,No,7044375.0,High-income countries,2.0
3437,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,Yes,Yes,0-5,1,Credit Card,Yes,9077320.0,High-income countries,2.0
3438,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5446392.0,High-income countries,2.0
3439,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,4226625.0,High-income countries,2.0
3440,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,82875.0,High-income countries,1.0
3441,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,497250.0,High-income countries,1.0
3442,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,4259775.0,High-income countries,1.0
3443,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,36962250.0,High-income countries,2.0
3444,45-64,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1657500.0,High-income countries,1.0
3445,45-64,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,3315000.0,Upper-middle-income countries,2.0
3446,45-64,Alone,Holiday,Others,Agent,Package Tour,No,Yes,No,Yes,No,No,No,10-15,0,Cash,Yes,1160250.0,High-income countries,1.0
3447,25-44,Spouse,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,1361598.0,High-income countries,2.0
3448,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,918255.0,High-income countries,1.0
3449,65+,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,No,No,0-5,0,Cash,Yes,7674225.0,High-income countries,1.0
3450,45-64,Spouse and Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,12027449.0,High-income countries,3.0
3451,45-64,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,50000.0,Low-income countries,1.0
3452,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,7127250.0,High-income countries,2.0
3453,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Credit Card,Yes,8396521.0,High-income countries,2.0
3454,`1-24,Friends/Relatives,Holiday,Beach,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,4972500.0,High-income countries,2.0
3455,45-64,Spouse,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,5801250.0,High-income countries,2.0
3456,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,116025.0,Lower-middle-income countries,1.0
3457,45-64,Children,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,453866.0,High-income countries,2.0
3458,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,150000.0,Low-income countries,1.0
3459,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,828750.0,Lower-middle-income countries,1.0
3460,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,828750.0,Lower-middle-income countries,1.0
3461,45-64,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,165750.0,Lower-middle-income countries,1.0
3462,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,50000.0,Lower-middle-income countries,1.0
3463,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1657500.0,High-income countries,2.0
3464,25-44,Spouse and Children,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,4538660.0,High-income countries,4.0
3465,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,331500.0,Lower-middle-income countries,1.0
3466,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,8556015.0,High-income countries,2.0
3467,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,331500.0,Lower-middle-income countries,1.0
3468,25-44,Spouse,Holiday,Beach,Friends,Package Tour,Yes,No,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,680799.0,High-income countries,2.0
3469,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,337125.0,Lower-middle-income countries,1.0
3470,25-44,Children,Others,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,2817750.0,Lower-middle-income countries,3.0
3471,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,2900625.0,Lower-middle-income countries,1.0
3472,25-44,Spouse,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,550000.0,Low-income countries,2.0
3473,25-44,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,400000.0,Low-income countries,1.0
3474,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,411600.0,Lower-middle-income countries,1.0
3475,45-64,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,150000.0,Lower-middle-income countries,2.0
3476,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,200000.0,Low-income countries,1.0
3477,45-64,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,248625.0,Lower-middle-income countries,1.0
3478,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,596700.0,Low-income countries,1.0
3479,45-64,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,154000.0,Low-income countries,2.0
3480,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,50000.0,Lower-middle-income countries,1.0
3481,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,190000.0,Low-income countries,1.0
3482,25-44,Alone,Holiday,Others,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,4011150.0,Upper-middle-income countries,1.0
3483,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,363092.8,High-income countries,3.0
3484,45-64,Alone,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,23635950.0,High-income countries,1.0
3485,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,17072250.0,High-income countries,2.0
3486,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,8169588.0,High-income countries,2.0
3487,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1657500.0,Lower-middle-income countries,1.0
3488,25-44,Alone,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,2950129.0,High-income countries,1.0
3489,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1657500.0,Lower-middle-income countries,1.0
3490,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,365000.0,Lower-middle-income countries,1.0
3491,`1-24,Friends/Relatives,Holiday,Beach,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,6961500.0,High-income countries,2.0
3492,45-64,Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,1,Cash,Yes,17403750.0,High-income countries,4.0
3493,45-64,Alone,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,994500.0,Lower-middle-income countries,1.0
3494,`1-24,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,6464250.0,High-income countries,2.0
3495,25-44,Spouse and Children,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,12481315.0,High-income countries,3.0
3496,65+,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7+,1,Credit Card,Yes,35636250.0,High-income countries,2.0
3497,25-44,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,6630000.0,High-income countries,2.0
3498,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,1,Cash,Yes,165750.0,High-income countries,2.0
3499,45-64,Spouse and Children,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,21743448.0,Upper-middle-income countries,4.0
3500,25-44,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,205000.0,Lower-middle-income countries,1.0
3501,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,828750.0,Upper-middle-income countries,1.0
3502,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,500000.0,Low-income countries,1.0
3503,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,130000.0,Low-income countries,2.0
3504,45-64,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,497400.0,Lower-middle-income countries,1.0
3505,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,49725.0,Lower-middle-income countries,1.0
3506,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,779025.0,Low-income countries,1.0
3507,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,136000.0,Low-income countries,2.0
3508,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,300000.0,Low-income countries,1.0
3509,45-64,Alone,Others,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,0,Cash,No,1740375.0,Low-income countries,1.0
3510,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,481338.0,Lower-middle-income countries,1.0
3511,25-44,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,331500.0,Upper-middle-income countries,1.0
3512,45-64,Children,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,2486250.0,Lower-middle-income countries,3.0
3513,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,2486250.0,High-income countries,2.0
3514,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,9364875.0,Upper-middle-income countries,2.0
3515,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,500000.0,Lower-middle-income countries,1.0
3516,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,22693300.0,High-income countries,2.0
3517,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2486250.0,High-income countries,3.0
3518,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,7707375.0,High-income countries,1.0
3519,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,994500.0,High-income countries,1.0
3520,25-44,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,441940.0,Upper-middle-income countries,2.0
3521,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,9077320.0,High-income countries,2.0
3522,`1-24,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,3745950.0,High-income countries,1.0
3523,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,0-5,0,Cash,Yes,7541625.0,Upper-middle-income countries,1.0
3524,45-64,Alone,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,7624500.0,Upper-middle-income countries,1.0
3525,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,870187.5,Lower-middle-income countries,1.0
3526,`1-24,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,260000.0,Lower-middle-income countries,1.0
3527,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,71471400.0,High-income countries,1.0
3528,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,No,16429949.2,High-income countries,2.0
3529,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,828750.0,Upper-middle-income countries,1.0
3530,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,1680705.0,High-income countries,4.0
3531,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,704314.8,Low-income countries,1.0
3532,25-44,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,540000.0,Low-income countries,1.0
3533,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,497250.0,Lower-middle-income countries,1.0
3534,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,158868.0,Low-income countries,1.0
3535,45-64,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,No,20884500.0,High-income countries,2.0
3536,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,8287500.0,Low-income countries,2.0
3537,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,22376250.0,High-income countries,2.0
3538,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,116025.0,Lower-middle-income countries,1.0
3539,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,600000.0,Lower-middle-income countries,1.0
3540,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,200000.0,Lower-middle-income countries,1.0
3541,`1-24,Alone,Others,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7+,1,Cash,Yes,8250645.0,High-income countries,1.0
3542,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,6630000.0,Lower-middle-income countries,1.0
3543,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,62000.0,Low-income countries,1.0
3544,`1-24,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,130000.0,Low-income countries,1.0
3545,25-44,Spouse,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,200000.0,Lower-middle-income countries,2.0
3546,45-64,Spouse and Children,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,28260375.0,High-income countries,4.0
3547,`1-24,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,318240.0,High-income countries,1.0
3548,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,No,No,No,Yes,Yes,No,7+,0,Cash,Yes,55734744.8,High-income countries,2.0
3549,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,140000.0,Upper-middle-income countries,1.0
3550,25-44,Spouse,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,1657500.0,High-income countries,2.0
3551,`1-24,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,775540.0,High-income countries,1.0
3552,25-44,Spouse and Children,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,4972500.0,Low-income countries,4.0
3553,45-64,Children,Holiday,Others,Friends,Package Tour,No,Yes,Yes,No,Yes,Yes,Yes,10-15,0,Credit Card,Yes,38039625.0,High-income countries,2.0
3554,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,76816350.0,High-income countries,4.0
3555,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,411600.0,Lower-middle-income countries,1.0
3556,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,135000.0,Low-income countries,1.0
3557,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,570000.0,Lower-middle-income countries,1.0
3558,25-44,Spouse and Children,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,77000.0,Low-income countries,3.0
3559,45-64,Spouse,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1494200.0,Lower-middle-income countries,3.0
3560,45-64,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,100000.0,Low-income countries,3.0
3561,25-44,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,397800.0,Lower-middle-income countries,1.0
3562,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,331500.0,Lower-middle-income countries,1.0
3563,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,300000.0,Low-income countries,1.0
